TBA202303300,DET,1,0,0,2,2,FTF.BB*S,0,0,vierm001,R,vierm001,R,mccls003,L,mccls003,L,bethc001,diazy001,loweb001,parei001,franw002,arozr001,sirij001,margm001,,,,K,T,F,9,1,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,T,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,1
TBA202303300,DET,1,0,1,1,0,BX,0,0,baezj001,R,baezj001,R,mccls003,L,mccls003,L,bethc001,diazy001,loweb001,parei001,franw002,arozr001,sirij001,margm001,,,,S7/L78D,F,F,6,2,20,T,T,1,F,F,0,F,F,0,F,F,7,L,F,F,78D,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,2
TBA202303300,DET,1,0,1,0,1,CX,0,0,greer003,L,greer003,L,mccls003,L,mccls003,L,bethc001,diazy001,loweb001,parei001,franw002,arozr001,sirij001,margm001,baezj001,,,36(1)/FO/G34.B-1,F,F,8,3,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,34,0,0,N,0,N,0,N,1,0,0,0,,36,,,F,F,F,F,F,F,F,F,F,mccls003,,,F,F,F,F,F,,,,,0,6,0,0,3,0,0,0,0,3
TBA202303300,DET,1,0,2,2,2,BFCBX,0,0,haase001,R,haase001,R,mccls003,L,mccls003,L,bethc001,diazy001,loweb001,parei001,franw002,arozr001,sirij001,margm001,greer003,,,54(1)/FO/G56S.B-1,F,F,2,4,2,T,T,0,F,F,1,F,F,0,F,F,5,G,F,F,56S,0,0,N,0,N,0,N,1,0,0,0,,54,,,F,F,F,F,F,F,F,F,F,mccls003,,,F,F,F,F,F,,,,,0,4,0,0,5,0,0,0,0,4
TBA202303300,DET,1,1,0,3,1,BBBCX,0,0,diazy001,R,diazy001,R,rodre004,L,rodre004,L,haase001,torks001,schoj001,kreir001,baezj001,meada001,greer003,vierm001,,,,9/F9,T,F,3,1,2,T,T,0,F,F,1,F,F,0,F,F,9,F,F,F,9,0,0,N,0,N,0,N,0,0,0,0,9,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,9,0,0,0,0,0,0,0,5
TBA202303300,DET,1,1,1,0,0,X,0,0,franw002,R,franw002,R,rodre004,L,rodre004,L,haase001,torks001,schoj001,kreir001,baezj001,meada001,greer003,vierm001,,,,S7/L7L,F,F,6,2,20,T,T,1,F,F,0,F,F,0,F,F,7,L,F,F,7L,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,6
TBA202303300,DET,1,1,1,2,2,C>FFBFFBX,0,0,parei001,R,parei001,R,rodre004,L,rodre004,L,haase001,torks001,schoj001,kreir001,baezj001,meada001,greer003,vierm001,franw002,,,6/P56D,F,F,5,3,2,T,T,0,F,F,1,F,F,0,F,F,6,P,F,F,56D,0,0,N,0,N,0,N,0,1,0,0,6,,,,F,F,F,F,F,F,F,F,F,rodre004,,,F,F,F,F,F,,,,,0,6,0,0,0,0,0,0,0,7
TBA202303300,DET,1,1,2,1,2,CF*BX,0,0,arozr001,R,arozr001,R,rodre004,L,rodre004,L,haase001,torks001,schoj001,kreir001,baezj001,meada001,greer003,vierm001,franw002,,,7/L7,F,F,7,4,2,T,T,0,F,F,1,F,F,0,F,F,7,L,F,F,7,0,0,N,0,N,0,N,0,1,0,0,7,,,,F,F,F,F,F,F,F,F,F,rodre004,,,F,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,8
TBA202303300,DET,2,0,0,1,1,BFX,0,0,torks001,R,torks001,R,mccls003,L,mccls003,L,bethc001,diazy001,loweb001,parei001,franw002,arozr001,sirij001,margm001,,,,63/G6,T,F,3,5,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,6,0,0,N,0,N,0,N,0,0,0,0,63,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,9
TBA202303300,DET,2,0,1,1,2,FSFBX,0,0,meada001,L,meada001,L,mccls003,L,mccls003,L,bethc001,diazy001,loweb001,parei001,franw002,arozr001,sirij001,margm001,,,,D7/L7LD,F,F,7,6,21,T,T,2,F,F,0,F,F,0,F,F,7,L,F,F,7LD,0,0,N,0,N,0,N,2,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,10
TBA202303300,DET,2,0,1,0,0,X,0,0,cabrm001,R,cabrm001,R,mccls003,L,mccls003,L,bethc001,diazy001,loweb001,parei001,franw002,arozr001,sirij001,margm001,,meada001,,53/G56S,F,F,10,7,2,T,T,0,F,F,1,F,F,0,F,F,5,G,F,F,56S,0,0,N,0,N,0,N,0,0,2,0,53,,,,F,F,F,F,F,F,F,F,F,,mccls003,,F,F,F,F,F,,,,,0,3,0,0,5,0,0,0,0,11
TBA202303300,DET,2,0,2,3,2,CSFBBBFFS,0,0,schoj001,R,schoj001,R,mccls003,L,mccls003,L,bethc001,diazy001,loweb001,parei001,franw002,arozr001,sirij001,margm001,,meada001,,K,F,F,4,8,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,2,0,2,,,,F,F,F,F,F,F,F,F,F,,mccls003,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,12
TBA202303300,DET,2,1,0,2,2,BSBSFC,0,0,ramih004,R,ramih004,R,rodre004,L,rodre004,L,haase001,torks001,schoj001,kreir001,baezj001,meada001,greer003,vierm001,,,,K,T,F,10,5,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,13
TBA202303300,DET,2,1,1,2,1,BBCX,0,0,margm001,R,margm001,R,rodre004,L,rodre004,L,haase001,torks001,schoj001,kreir001,baezj001,meada001,greer003,vierm001,,,,9/F9LS,F,F,9,6,2,T,T,0,F,F,1,F,F,0,F,F,9,F,F,F,9LS,0,0,N,0,N,0,N,0,0,0,0,9,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,9,0,0,0,0,0,0,0,14
TBA202303300,DET,2,1,2,3,1,BBBCB,0,0,loweb001,L,loweb001,L,rodre004,L,rodre004,L,haase001,torks001,schoj001,kreir001,baezj001,meada001,greer003,vierm001,,,,W,F,F,4,7,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,15
TBA202303300,DET,2,1,2,0,0,X,0,0,bethc001,R,bethc001,R,rodre004,L,rodre004,L,haase001,torks001,schoj001,kreir001,baezj001,meada001,greer003,vierm001,loweb001,,,53/G5,F,F,2,8,2,T,T,0,F,F,1,F,F,0,F,F,5,G,F,F,5,0,0,N,0,N,0,N,0,1,0,0,53,,,,F,F,F,F,F,F,F,F,F,rodre004,,,F,F,F,F,F,,,,,0,3,0,0,5,0,0,0,0,16
TBA202303300,DET,3,0,0,3,2,BBBCSFS,0,0,kreir001,R,kreir001,R,mccls003,L,mccls003,L,bethc001,diazy001,loweb001,parei001,franw002,arozr001,sirij001,margm001,,,,K,T,F,5,9,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,17
TBA202303300,DET,3,0,1,0,2,CS.X,0,0,vierm001,R,vierm001,R,mccls003,L,mccls003,L,bethc001,diazy001,loweb001,parei001,franw002,arozr001,sirij001,margm001,,,,53/G56,F,F,9,1,2,T,T,0,F,F,1,F,F,0,F,F,5,G,F,F,56,0,0,N,0,N,0,N,0,0,0,0,53,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,5,0,0,0,0,18
TBA202303300,DET,3,0,2,3,1,FBBBB,0,0,baezj001,R,baezj001,R,mccls003,L,mccls003,L,bethc001,diazy001,loweb001,parei001,franw002,arozr001,sirij001,margm001,,,,W,F,F,6,2,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,19
TBA202303300,DET,3,0,2,1,1,CBX,0,0,greer003,L,greer003,L,mccls003,L,mccls003,L,bethc001,diazy001,loweb001,parei001,franw002,arozr001,sirij001,margm001,baezj001,,,S3/G34S-.1-2,F,F,8,3,20,T,T,1,F,F,0,F,F,0,F,F,3,G,F,F,34S,0,0,N,0,N,0,N,1,2,0,0,,,,,F,F,F,F,F,F,F,F,F,mccls003,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,20
TBA202303300,DET,3,0,2,0,0,X,0,0,haase001,R,haase001,R,mccls003,L,mccls003,L,bethc001,diazy001,loweb001,parei001,franw002,arozr001,sirij001,margm001,greer003,baezj001,,3/P34S,F,F,2,4,2,T,T,0,F,F,1,F,F,0,F,F,3,P,F,F,34S,0,0,N,0,N,0,N,0,1,2,0,3,,,,F,F,F,F,F,F,F,F,F,mccls003,mccls003,,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,21
TBA202303300,DET,3,1,0,1,1,BCX,0,0,sirij001,R,sirij001,R,rodre004,L,rodre004,L,haase001,torks001,schoj001,kreir001,baezj001,meada001,greer003,vierm001,,,,HR/L7LD,T,F,8,9,23,T,T,4,F,F,0,F,F,1,F,F,0,L,F,F,7LD,0,0,N,0,N,0,N,4,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,22
TBA202303300,DET,3,1,0,1,2,CSBC,0,1,diazy001,R,diazy001,R,rodre004,L,rodre004,L,haase001,torks001,schoj001,kreir001,baezj001,meada001,greer003,vierm001,,,,K,F,F,3,1,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,23
TBA202303300,DET,3,1,1,0,0,X,0,1,franw002,R,franw002,R,rodre004,L,rodre004,L,haase001,torks001,schoj001,kreir001,baezj001,meada001,greer003,vierm001,,,,63/G6,F,F,6,2,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,6,0,0,N,0,N,0,N,0,0,0,0,63,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,24
TBA202303300,DET,3,1,2,0,1,CX,0,1,parei001,R,parei001,R,rodre004,L,rodre004,L,haase001,torks001,schoj001,kreir001,baezj001,meada001,greer003,vierm001,,,,3/G34,F,F,5,3,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,34,0,0,N,0,N,0,N,0,0,0,0,3,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,25
